path,sentence,sentence_transcript,sentence_tokenized,sentence_transcript_tokenized,wer,cer,average WER,average CER
common_voice_it_40258742.mp3,È un sentimento sorprendente., È un sentimento sorprendente.,"['è', 'un', 'sentimento', 'sorprendente', '.']","['è', 'un', 'sentimento', 'sorprendente', '.']",0.0,,,
common_voice_it_20033266.mp3,Particolare riguardo è riservato alla produzione da agricoltura biologica sempre più diffusa nella provincia., Particolare riguardo è riservata alla produzione di agricoltura biologica sempre più diffusa nella provincia.,"['particolare', 'riguardo', 'è', 'riservato', 'alla', 'produzione', 'da', 'agricoltura', 'biologica', 'sempre', 'più', 'diffusa', 'nella', 'provincia', '.']","['particolare', 'riguardo', 'è', 'riservata', 'alla', 'produzione', 'di', 'agricoltura', 'biologica', 'sempre', 'più', 'diffusa', 'nella', 'provincia', '.']",0.13333333333333333,0.020833333333333332,,
common_voice_it_20268098.mp3,"Di questo fatto, unico nella nostra storia, troviamo chiara traccia in Machiavelli."," Di questo fatto, unico nella nostra storia, troviamo chiara traccia in Macchiavelli.","['di', 'questo', 'fatto', ',', 'unico', 'nella', 'nostra', 'storia', ',', 'troviamo', 'chiara', 'traccia', 'in', 'machiavelli', '.']","['di', 'questo', 'fatto', ',', 'unico', 'nella', 'nostra', 'storia', ',', 'troviamo', 'chiara', 'traccia', 'in', 'macchiavelli', '.']",0.06666666666666667,0.013888888888888888,,
common_voice_it_19987982.mp3,"Tradito da Cosimo I sotto la cui protezione si era rifugiato, venne consegnato all'Inquisizione.", Grazie a tutti.,"['tradito', 'da', 'cosimo', 'i', 'sotto', 'la', 'cui', 'protezione', 'si', 'era', 'rifugiato', ',', 'venne', 'consegnato', ""all'inquisizione"", '.']","['grazie', 'a', 'tutti', '.']",0.9375,0.8674698795180723,,
common_voice_it_20228693.mp3,Ha bissato il successo una settimana dopo dal trampolino lungo., Abbissato il successo una settimana dopo dal trampolino lungo,"['ha', 'bissato', 'il', 'successo', 'una', 'settimana', 'dopo', 'dal', 'trampolino', 'lungo', '.']","['abbissato', 'il', 'successo', 'una', 'settimana', 'dopo', 'dal', 'trampolino', 'lungo']",0.2727272727272727,0.05555555555555555,,
common_voice_it_20058011.mp3,Tale rio univa il bacino San Marco al canale di Castello., Tale Rio univa il bacino San Marco al canale di Castello.,"['tale', 'rio', 'univa', 'il', 'bacino', 'san', 'marco', 'al', 'canale', 'di', 'castello', '.']","['tale', 'rio', 'univa', 'il', 'bacino', 'san', 'marco', 'al', 'canale', 'di', 'castello', '.']",0.0,,,
common_voice_it_21976479.mp3,Stephen Brun, Stefan Brun,"['stephen', 'brun']","['stefan', 'brun']",0.5,0.2727272727272727,,
common_voice_it_20252212.mp3,"Il più antico codice datato è il cosiddetto ""Codice di Ursicino"".", Il più antico codice datato è il cosiddetto codice di Urzicino.,"['il', 'più', 'antico', 'codice', 'datato', 'è', 'il', 'cosiddetto', '``', 'codice', 'di', 'ursicino', ""''"", '.']","['il', 'più', 'antico', 'codice', 'datato', 'è', 'il', 'cosiddetto', 'codice', 'di', 'urzicino', '.']",0.21428571428571427,0.08771929824561403,,
common_voice_it_20042178.mp3,La seconda parte della Carta costituzionale è dedicata ai diritti dei cittadini turkmeni., La seconda parte della carta costituzionale è dedicata ai diritti dei cittadini turcmeni.,"['la', 'seconda', 'parte', 'della', 'carta', 'costituzionale', 'è', 'dedicata', 'ai', 'diritti', 'dei', 'cittadini', 'turkmeni', '.']","['la', 'seconda', 'parte', 'della', 'carta', 'costituzionale', 'è', 'dedicata', 'ai', 'diritti', 'dei', 'cittadini', 'turcmeni', '.']",0.07142857142857142,0.012987012987012988,,
common_voice_it_20275659.mp3,Nessun danno alle persone., Nessun danno alle persone.,"['nessun', 'danno', 'alle', 'persone', '.']","['nessun', 'danno', 'alle', 'persone', '.']",0.0,,,
common_voice_it_18370587.mp3,Grazie alle migliaia di estensioni disponibili è possibile aggiungere nuove funzionalità., Grazie alle migliaia di estensioni disponibili è possibile aggiungere nuove funzionalità,"['grazie', 'alle', 'migliaia', 'di', 'estensioni', 'disponibili', 'è', 'possibile', 'aggiungere', 'nuove', 'funzionalità', '.']","['grazie', 'alle', 'migliaia', 'di', 'estensioni', 'disponibili', 'è', 'possibile', 'aggiungere', 'nuove', 'funzionalità']",0.08333333333333333,0.012658227848101266,,
common_voice_it_20307472.mp3,La risposta fu inevitabile: produrre autovetture finite per poterli utilizzare.," La risposta fu inevitabile, produrre due vetture finite per poterli utilizzare.","['la', 'risposta', 'fu', 'inevitabile', ':', 'produrre', 'autovetture', 'finite', 'per', 'poterli', 'utilizzare', '.']","['la', 'risposta', 'fu', 'inevitabile', ',', 'produrre', 'due', 'vetture', 'finite', 'per', 'poterli', 'utilizzare', '.']",0.25,0.05714285714285714,,
common_voice_it_17642442.mp3,A suo tempo quello era un paese a crescita zero (come il nostro attualmente).," A suo tempo quello era un paese a crescita zero, come il nostro attualmente.","['a', 'suo', 'tempo', 'quello', 'era', 'un', 'paese', 'a', 'crescita', 'zero', '(', 'come', 'il', 'nostro', 'attualmente', ')', '.']","['a', 'suo', 'tempo', 'quello', 'era', 'un', 'paese', 'a', 'crescita', 'zero', ',', 'come', 'il', 'nostro', 'attualmente', '.']",0.11764705882352941,0.03125,,
common_voice_it_19980855.mp3,Nella stessa città sorge anche la basilica del Sacro Cuore., La stessa società sorge anche la Basilica del Sacro Cuore.,"['nella', 'stessa', 'città', 'sorge', 'anche', 'la', 'basilica', 'del', 'sacro', 'cuore', '.']","['la', 'stessa', 'società', 'sorge', 'anche', 'la', 'basilica', 'del', 'sacro', 'cuore', '.']",0.18181818181818182,0.12,,
common_voice_it_31467945.mp3,Il torneo è stato vinto dal per la sedicesima volta nella sua storia., Il torneo è stato vinto da Alper la sedicesima volta nella sua storia.,"['il', 'torneo', 'è', 'stato', 'vinto', 'dal', 'per', 'la', 'sedicesima', 'volta', 'nella', 'sua', 'storia', '.']","['il', 'torneo', 'è', 'stato', 'vinto', 'da', 'alper', 'la', 'sedicesima', 'volta', 'nella', 'sua', 'storia', '.']",0.14285714285714285,0.017543859649122806,,
common_voice_it_40255898.mp3,"Cuneo era anche governata dal consiglio comunale, composto da un numero variabile di persone."," Cuneo era anche governata dal Consiglio Comunale, composto dal numero variabile di persone.","['cuneo', 'era', 'anche', 'governata', 'dal', 'consiglio', 'comunale', ',', 'composto', 'da', 'un', 'numero', 'variabile', 'di', 'persone', '.']","['cuneo', 'era', 'anche', 'governata', 'dal', 'consiglio', 'comunale', ',', 'composto', 'dal', 'numero', 'variabile', 'di', 'persone', '.']",0.125,0.025,,
common_voice_it_23985788.mp3,"Ospita opere teatrali, concerti e manifestazioni canore.", Ospite operati a trovi concerti e manifestazioni canone.,"['ospita', 'opere', 'teatrali', ',', 'concerti', 'e', 'manifestazioni', 'canore', '.']","['ospite', 'operati', 'a', 'trovi', 'concerti', 'e', 'manifestazioni', 'canone', '.']",0.5555555555555556,0.14,,
common_voice_it_20078101.mp3,"Il brano è stato il singolo principale dell'album ""Hotter than July"".", Il brano è stato il simbolo principale dell'album Hotter Than July,"['il', 'brano', 'è', 'stato', 'il', 'singolo', 'principale', ""dell'album"", '``', 'hotter', 'than', 'july', ""''"", '.']","['il', 'brano', 'è', 'stato', 'il', 'simbolo', 'principale', ""dell'album"", 'hotter', 'than', 'july']",0.2857142857142857,0.11475409836065574,,
common_voice_it_20075501.mp3,"Sua madre, Doris Spears, è stata una cantante jazz."," Sua madre, Doris Pierce, è stata una cantante di jazz.","['sua', 'madre', ',', 'doris', 'spears', ',', 'è', 'stata', 'una', 'cantante', 'jazz', '.']","['sua', 'madre', ',', 'doris', 'pierce', ',', 'è', 'stata', 'una', 'cantante', 'di', 'jazz', '.']",0.16666666666666666,0.16279069767441862,,
common_voice_it_20413752.mp3,Essi erano chiamati a discutere con il re riguardo ai maggiori problemi del paese., essi erano chiamati a discutere con il re riguardo ai maggiori problemi del paese,"['essi', 'erano', 'chiamati', 'a', 'discutere', 'con', 'il', 're', 'riguardo', 'ai', 'maggiori', 'problemi', 'del', 'paese', '.']","['essi', 'erano', 'chiamati', 'a', 'discutere', 'con', 'il', 're', 'riguardo', 'ai', 'maggiori', 'problemi', 'del', 'paese']",0.06666666666666667,0.014492753623188406,,
common_voice_it_20223601.mp3,In quegli anni partecipò come volontario alla Resistenza contro il nazismo., in cui Gianni partecipò come volontario della resistenza contro il nazismo.,"['in', 'quegli', 'anni', 'partecipò', 'come', 'volontario', 'alla', 'resistenza', 'contro', 'il', 'nazismo', '.']","['in', 'cui', 'gianni', 'partecipò', 'come', 'volontario', 'della', 'resistenza', 'contro', 'il', 'nazismo', '.']",0.25,0.07692307692307693,,
common_voice_it_19986109.mp3,Ciò avviene a causa delle forze di tensione superficiale., Ciò avviene alla causa delle forze di tensione superficiale.,"['ciò', 'avviene', 'a', 'causa', 'delle', 'forze', 'di', 'tensione', 'superficiale', '.']","['ciò', 'avviene', 'alla', 'causa', 'delle', 'forze', 'di', 'tensione', 'superficiale', '.']",0.1,0.061224489795918366,,
common_voice_it_36377626.mp3,Leo Wilden, Leo Wilden,"['leo', 'wilden']","['leo', 'wilden']",0.0,,,
common_voice_it_29885705.mp3,Certamente non hai un minimo di educazione., Certamente non hai un minimo di educazione.,"['certamente', 'non', 'hai', 'un', 'minimo', 'di', 'educazione', '.']","['certamente', 'non', 'hai', 'un', 'minimo', 'di', 'educazione', '.']",0.0,,,
common_voice_it_19976130.mp3,"Si occupava anche di giornalismo, scrivendo articoli sull'aviazione militare.", Buon anno a tutti.,"['si', 'occupava', 'anche', 'di', 'giornalismo', ',', 'scrivendo', 'articoli', ""sull'aviazione"", 'militare', '.']","['buon', 'anno', 'a', 'tutti', '.']",0.9090909090909091,0.8405797101449275,,
common_voice_it_20077811.mp3,Nell'anno successivo si ritirò., Nell'anno successivo si ritiro,"[""nell'anno"", 'successivo', 'si', 'ritirò', '.']","[""nell'anno"", 'successivo', 'si', 'ritiro']",0.4,0.07142857142857142,,
common_voice_it_25274093.mp3,Il capoluogo di contea è Mitchell., Il capoluogo di Contrera e Mitchell,"['il', 'capoluogo', 'di', 'contea', 'è', 'mitchell', '.']","['il', 'capoluogo', 'di', 'contrera', 'e', 'mitchell']",0.42857142857142855,0.13793103448275862,,
common_voice_it_21568320.mp3,Mario López Quintana," Mario Lopez, Quintana","['mario', 'lópez', 'quintana']","['mario', 'lopez', ',', 'quintana']",0.6666666666666666,0.1111111111111111,,
common_voice_it_20066508.mp3,Divenne quindi un conservatore., Divenne quindi un conservatore.,"['divenne', 'quindi', 'un', 'conservatore', '.']","['divenne', 'quindi', 'un', 'conservatore', '.']",0.0,,,
common_voice_it_24085875.mp3,In origine era previsto di girare e produrre il film in America., In origine era previsto di girare e produrre il film in America.,"['in', 'origine', 'era', 'previsto', 'di', 'girare', 'e', 'produrre', 'il', 'film', 'in', 'america', '.']","['in', 'origine', 'era', 'previsto', 'di', 'girare', 'e', 'produrre', 'il', 'film', 'in', 'america', '.']",0.0,,,
common_voice_it_20060712.mp3,"I loro habitat preferiti sono le scarpate rocciose, vicino ai fiumi e ai torrenti.", I loro habitat preferiti sono le scarpate rocciose vicino ai fiumi e ai torrenti.,"['i', 'loro', 'habitat', 'preferiti', 'sono', 'le', 'scarpate', 'rocciose', ',', 'vicino', 'ai', 'fiumi', 'e', 'ai', 'torrenti', '.']","['i', 'loro', 'habitat', 'preferiti', 'sono', 'le', 'scarpate', 'rocciose', 'vicino', 'ai', 'fiumi', 'e', 'ai', 'torrenti', '.']",0.0625,0.014492753623188406,,
common_voice_it_26860866.mp3,The Younger Sister, La sottosegretaria.,"['the', 'younger', 'sister']","['la', 'sottosegretaria', '.']",1.0,1.0,,
common_voice_it_20031325.mp3,Per i brasiliani fu il terzo titolo mondiale della storia., Per i brasiliani fu il terzo titolo mondiale della storia.,"['per', 'i', 'brasiliani', 'fu', 'il', 'terzo', 'titolo', 'mondiale', 'della', 'storia', '.']","['per', 'i', 'brasiliani', 'fu', 'il', 'terzo', 'titolo', 'mondiale', 'della', 'storia', '.']",0.0,,,
common_voice_it_24568622.mp3,Nazionale di pallamano dell'Italia, emozionale di parma no dei tagliare,"['nazionale', 'di', 'pallamano', ""dell'italia""]","['emozionale', 'di', 'parma', 'no', 'dei', 'tagliare']",1.25,0.3870967741935484,,
common_voice_it_20272130.mp3,Alcune riserve erano fondate., Alcune riserve erano fondate.,"['alcune', 'riserve', 'erano', 'fondate', '.']","['alcune', 'riserve', 'erano', 'fondate', '.']",0.0,,,
common_voice_it_20295298.mp3,"La varietà pettinata è utilizzata per creare uniformi militari, completi, cappotti e trench."," La varietà pettinata è utilizzata per creare uniformi militari completi, cappotti e trench.","['la', 'varietà', 'pettinata', 'è', 'utilizzata', 'per', 'creare', 'uniformi', 'militari', ',', 'completi', ',', 'cappotti', 'e', 'trench', '.']","['la', 'varietà', 'pettinata', 'è', 'utilizzata', 'per', 'creare', 'uniformi', 'militari', 'completi', ',', 'cappotti', 'e', 'trench', '.']",0.0625,0.0125,,
common_voice_it_40183570.mp3,Qui si trovano il Palazzo delle Poste ed il Palazzo della Galleria., Qui si trovano il palazzo delle poste ed il palazzo della galleria.,"['qui', 'si', 'trovano', 'il', 'palazzo', 'delle', 'poste', 'ed', 'il', 'palazzo', 'della', 'galleria', '.']","['qui', 'si', 'trovano', 'il', 'palazzo', 'delle', 'poste', 'ed', 'il', 'palazzo', 'della', 'galleria', '.']",0.0,,,
common_voice_it_20284241.mp3,Lo stesso risultato sarebbe stato ricavato l'anno seguente da Camille Jordan., Lo stesso risultato sarebbe stato ricavato l'anno seguente da Camille Jordan.,"['lo', 'stesso', 'risultato', 'sarebbe', 'stato', 'ricavato', ""l'anno"", 'seguente', 'da', 'camille', 'jordan', '.']","['lo', 'stesso', 'risultato', 'sarebbe', 'stato', 'ricavato', ""l'anno"", 'seguente', 'da', 'camille', 'jordan', '.']",0.0,,,
common_voice_it_27265223.mp3,Gli scozzesi avevano assunto una forte posizione difensiva vicino al fiume Wear., Gli scozzesi avevano assunto una forte posizione difensiva vicino al fiume Ware.,"['gli', 'scozzesi', 'avevano', 'assunto', 'una', 'forte', 'posizione', 'difensiva', 'vicino', 'al', 'fiume', 'wear', '.']","['gli', 'scozzesi', 'avevano', 'assunto', 'una', 'forte', 'posizione', 'difensiva', 'vicino', 'al', 'fiume', 'ware', '.']",0.07692307692307693,0.028985507246376812,,
common_voice_it_20265660.mp3,La terza persona è unica per il singolare e il plurale., La terza versione è unica per il singolare e il plurale.,"['la', 'terza', 'persona', 'è', 'unica', 'per', 'il', 'singolare', 'e', 'il', 'plurale', '.']","['la', 'terza', 'versione', 'è', 'unica', 'per', 'il', 'singolare', 'e', 'il', 'plurale', '.']",0.08333333333333333,0.06666666666666667,,
common_voice_it_18710523.mp3,Completamente solo., completamente SO!,"['completamente', 'solo', '.']","['completamente', 'so', '!']",0.6666666666666666,0.16666666666666666,,
common_voice_it_35178368.mp3,Si è quindi specializzato in psicologia., Sei quindispeziale di cento in psicologia.,"['si', 'è', 'quindi', 'specializzato', 'in', 'psicologia', '.']","['sei', 'quindispeziale', 'di', 'cento', 'in', 'psicologia', '.']",0.5714285714285714,0.22857142857142856,,
common_voice_it_17971295.mp3,La storia può continuare., La storia può continuare.,"['la', 'storia', 'può', 'continuare', '.']","['la', 'storia', 'può', 'continuare', '.']",0.0,,,
common_voice_it_20090595.mp3,La vinaccia si usa come materia prima per la produzione della grappa., La vinaccia si usa come materia prima per la produzione della grappa.,"['la', 'vinaccia', 'si', 'usa', 'come', 'materia', 'prima', 'per', 'la', 'produzione', 'della', 'grappa', '.']","['la', 'vinaccia', 'si', 'usa', 'come', 'materia', 'prima', 'per', 'la', 'produzione', 'della', 'grappa', '.']",0.0,,,
common_voice_it_20242442.mp3,"La località è classificata sia come ""town"" che come ""village"".", La località è classificata sia come Down che come Village.,"['la', 'località', 'è', 'classificata', 'sia', 'come', '``', 'town', ""''"", 'che', 'come', '``', 'village', ""''"", '.']","['la', 'località', 'è', 'classificata', 'sia', 'come', 'down', 'che', 'come', 'village', '.']",0.3333333333333333,0.15789473684210525,,
common_voice_it_22725840.mp3,"È stato il principale curatore ed editore del ""Futuro dizionario d'America"".", È stato il principale curatore ed editore del futuro dizionario d'America.,"['è', 'stato', 'il', 'principale', 'curatore', 'ed', 'editore', 'del', '``', 'futuro', 'dizionario', ""d'america"", ""''"", '.']","['è', 'stato', 'il', 'principale', 'curatore', 'ed', 'editore', 'del', 'futuro', 'dizionario', ""d'america"", '.']",0.14285714285714285,0.058823529411764705,,
common_voice_it_27703537.mp3,L'obiettivo principale del Centro è quello di costruire una comunità ebraica di Cracovia., L'aggettivo principale del centro è quello di costruire una comunità ebraica di Cracovia.,"[""l'obiettivo"", 'principale', 'del', 'centro', 'è', 'quello', 'di', 'costruire', 'una', 'comunità', 'ebraica', 'di', 'cracovia', '.']","[""l'aggettivo"", 'principale', 'del', 'centro', 'è', 'quello', 'di', 'costruire', 'una', 'comunità', 'ebraica', 'di', 'cracovia', '.']",0.07142857142857142,0.03896103896103896,,
common_voice_it_26690702.mp3,Il motore è raffreddato a liquido ed è dotato anche di scarico con catalizzatore., Il motore è raffreddato liquido ed è dotato anche di scarico con catalizzatore.,"['il', 'motore', 'è', 'raffreddato', 'a', 'liquido', 'ed', 'è', 'dotato', 'anche', 'di', 'scarico', 'con', 'catalizzatore', '.']","['il', 'motore', 'è', 'raffreddato', 'liquido', 'ed', 'è', 'dotato', 'anche', 'di', 'scarico', 'con', 'catalizzatore', '.']",0.06666666666666667,0.014705882352941176,,
common_voice_it_17510630.mp3,"Fa caldissimo, è il momento perfetto per un gelato alla frutta o un ghiacciolo!", fa caldissimo e il momento perfetto per un gelato alla frutta o un ghiacciolo,"['fa', 'caldissimo', ',', 'è', 'il', 'momento', 'perfetto', 'per', 'un', 'gelato', 'alla', 'frutta', 'o', 'un', 'ghiacciolo', '!']","['fa', 'caldissimo', 'e', 'il', 'momento', 'perfetto', 'per', 'un', 'gelato', 'alla', 'frutta', 'o', 'un', 'ghiacciolo']",0.1875,0.045454545454545456,,
common_voice_it_39641526.mp3,Suo padre era un ministro di culto., Suo padre era un ministro di culto.,"['suo', 'padre', 'era', 'un', 'ministro', 'di', 'culto', '.']","['suo', 'padre', 'era', 'un', 'ministro', 'di', 'culto', '.']",0.0,,,
common_voice_it_19266438.mp3,"Ma la bastona, lui?", ma la bastona lui,"['ma', 'la', 'bastona', ',', 'lui', '?']","['ma', 'la', 'bastona', 'lui']",0.3333333333333333,0.125,,
common_voice_it_17867418.mp3,Queste pitture risalgono all’età preistorica., Queste pitture risalgono all'età preistorica.,"['queste', 'pitture', 'risalgono', 'all', '’', 'età', 'preistorica', '.']","['queste', 'pitture', 'risalgono', ""all'età"", 'preistorica', '.']",0.375,0.024390243902439025,,
common_voice_it_20024355.mp3,A distanza di anni la maggior parte di questi parchi non è diventata operativa., A distanza di anni la maggior parte di questi parchi non è diventata operativa,"['a', 'distanza', 'di', 'anni', 'la', 'maggior', 'parte', 'di', 'questi', 'parchi', 'non', 'è', 'diventata', 'operativa', '.']","['a', 'distanza', 'di', 'anni', 'la', 'maggior', 'parte', 'di', 'questi', 'parchi', 'non', 'è', 'diventata', 'operativa']",0.06666666666666667,0.015151515151515152,,
common_voice_it_25463290.mp3,Rutgers non disputò partite in questa stagione, Rulzsas non disputò partiti in questa stagione.,"['rutgers', 'non', 'disputò', 'partite', 'in', 'questa', 'stagione']","['rulzsas', 'non', 'disputò', 'partiti', 'in', 'questa', 'stagione', '.']",0.42857142857142855,0.15,,
common_voice_it_19769858.mp3,The Lure of the City, The Lore of the City,"['the', 'lure', 'of', 'the', 'city']","['the', 'lore', 'of', 'the', 'city']",0.2,0.0625,,
common_voice_it_39998488.mp3,"In una dichiarazione spiegò il motivo di questa decisione: ""L'iniziativa è problematica.", In una dichiarazione spiegò il motivo di questa decisione. L'iniziativa è problematica.,"['in', 'una', 'dichiarazione', 'spiegò', 'il', 'motivo', 'di', 'questa', 'decisione', ':', '``', ""l'iniziativa"", 'è', 'problematica', '.']","['in', 'una', 'dichiarazione', 'spiegò', 'il', 'motivo', 'di', 'questa', 'decisione', '.', ""l'iniziativa"", 'è', 'problematica', '.']",0.13333333333333333,0.038461538461538464,,
common_voice_it_39573739.mp3,Vedranno con tristezza i loro paracadute ammassati all'interno di un magazzino nel deserto., vedranno con tristezza i loro paracadute ammassati all'interno di un magazzino del deserto,"['vedranno', 'con', 'tristezza', 'i', 'loro', 'paracadute', 'ammassati', ""all'interno"", 'di', 'un', 'magazzino', 'nel', 'deserto', '.']","['vedranno', 'con', 'tristezza', 'i', 'loro', 'paracadute', 'ammassati', ""all'interno"", 'di', 'un', 'magazzino', 'del', 'deserto']",0.14285714285714285,0.02531645569620253,,
common_voice_it_18810122.mp3,"Un blocco enorme, altissimo, sette piani, circondato ai quattro lati da tappeti verdi, da aiuole."," Un blocco enorme, altissimo, sette piani, circondato ai quattro lati da tappeti verdi da aiuole.","['un', 'blocco', 'enorme', ',', 'altissimo', ',', 'sette', 'piani', ',', 'circondato', 'ai', 'quattro', 'lati', 'da', 'tappeti', 'verdi', ',', 'da', 'aiuole', '.']","['un', 'blocco', 'enorme', ',', 'altissimo', ',', 'sette', 'piani', ',', 'circondato', 'ai', 'quattro', 'lati', 'da', 'tappeti', 'verdi', 'da', 'aiuole', '.']",0.05,0.012048192771084338,,
common_voice_it_26969844.mp3,Gli occhi sono grandi e la spirotromba è rosso-brunastra., Gli occhi sono grandi e la spirotromba è rosso brunastra.,"['gli', 'occhi', 'sono', 'grandi', 'e', 'la', 'spirotromba', 'è', 'rosso-brunastra', '.']","['gli', 'occhi', 'sono', 'grandi', 'e', 'la', 'spirotromba', 'è', 'rosso', 'brunastra', '.']",0.2,0.02040816326530612,,
common_voice_it_20024719.mp3,"Venne razionalizzato il sistema fiscale, eliminando antichi privilegi ed esenzioni.", venne razionalizzato il sistema fiscale eliminando antichi privilegi ed esenzioni,"['venne', 'razionalizzato', 'il', 'sistema', 'fiscale', ',', 'eliminando', 'antichi', 'privilegi', 'ed', 'esenzioni', '.']","['venne', 'razionalizzato', 'il', 'sistema', 'fiscale', 'eliminando', 'antichi', 'privilegi', 'ed', 'esenzioni']",0.16666666666666666,0.02702702702702703,,
common_voice_it_17853848.mp3,La lama appoggiata al suo avambraccio e rivolta verso il suo corpo., La lama appoggiata al suo abbraccio è rivolta verso il suo corpo.,"['la', 'lama', 'appoggiata', 'al', 'suo', 'avambraccio', 'e', 'rivolta', 'verso', 'il', 'suo', 'corpo', '.']","['la', 'lama', 'appoggiata', 'al', 'suo', 'abbraccio', 'è', 'rivolta', 'verso', 'il', 'suo', 'corpo', '.']",0.15384615384615385,0.07142857142857142,,
common_voice_it_23928130.mp3,Rick potenzia il televisore in modo da ricevere qualsiasi canale proveniente da ogni dimensione., La ricca potenza deve essere in modo da riuscire a qualsiasi canale da ogni dimensione.,"['rick', 'potenzia', 'il', 'televisore', 'in', 'modo', 'da', 'ricevere', 'qualsiasi', 'canale', 'proveniente', 'da', 'ogni', 'dimensione', '.']","['la', 'ricca', 'potenza', 'deve', 'essere', 'in', 'modo', 'da', 'riuscire', 'a', 'qualsiasi', 'canale', 'da', 'ogni', 'dimensione', '.']",0.5333333333333333,0.3373493975903614,,
common_voice_it_20226299.mp3,Sulla scena Zilli è accompagnata da sei ballerini., Sulla scena Zilli è accompagnata da sei ballerini.,"['sulla', 'scena', 'zilli', 'è', 'accompagnata', 'da', 'sei', 'ballerini', '.']","['sulla', 'scena', 'zilli', 'è', 'accompagnata', 'da', 'sei', 'ballerini', '.']",0.0,,,
